Classifier,Cell_Type_1,Cell_Type_2,Correlation,P_value,Correlation_Variance,CV_Cell_Type_1,CV_Cell_Type_2,FDR_corrected_pvalue
Healthy,Basophils,Low density Neutrophils,0.1999999999999999,6.837856474373183e-07,0.0,0.5220159385187412,1.2153080008256492,1.0911473097404015e-06
Healthy,Basophils,MAIT/NKT-like cells,0.39999999999999986,0.0,3.112614051534927e-33,0.5220159385187412,0.8509500015214381,0.0
Healthy,Basophils,Memory B cells,0.6780635036208104,0.0,1.2450456206139707e-32,0.5220159385187412,4.936668335051579,0.0
Healthy,Basophils,NK cell,0.8333333333333331,0.0,1.2450456206139707e-32,0.5220159385187412,0.5405390684327066,0.0
Healthy,Basophils,Naive B cells,0.25,3.9419112418670466e-10,0.0,0.5220159385187412,0.38561806122690506,7.039127217619725e-10
Healthy,Basophils,Naive CD4+ T cells,0.0,1.0,0.0,0.5220159385187412,0.5118875243840818,1.0
Healthy,Basophils,Naive CD8+ T cells,0.016666666666666604,0.6830636447614804,1.2158648638808308e-35,0.5220159385187412,0.7128846559749665,0.6899632775368489
Healthy,Basophils,Neutrophils,-0.11666666666666664,0.004094207235746605,1.7508454039883964e-33,0.5220159385187412,0.0877853117203214,0.0051825408047425385
Healthy,Basophils,Non-Classical Monocytes,0.5499999999999998,0.0,1.2450456206139707e-32,0.5220159385187412,0.4851705394233283,0.0
Healthy,Basophils,Plasmablast B cells,-0.6333333333333332,0.0,1.2450456206139707e-32,0.5220159385187412,1.2120869810854338,0.0
Healthy,Basophils,Plasmacytoid Dendritic cells,0.1666666666666666,3.7735186990017766e-05,0.0,0.5220159385187412,0.44866367643496735,5.4954155810705486e-05
Healthy,Basophils,Regulatory Myeloid Cells/Monocytic Myeloid-derived Suppressor cells,0.1666666666666666,3.7735186990017766e-05,0.0,0.5220159385187412,0.9237500679855754,5.4954155810705486e-05
Healthy,Basophils,Regulatory T cells,-0.1666666666666666,3.7735186990017766e-05,0.0,0.5220159385187412,1.4451019580649032,5.4954155810705486e-05
Healthy,Basophils,TCRγδ T-cell,0.11666666666666664,0.004094207235746605,1.7508454039883964e-33,0.5220159385187412,0.875733529585747,0.0051825408047425385
Healthy,Basophils,Terminal Effector CD4+ T cells,-0.5166666666666666,0.0,1.2450456206139707e-32,0.5220159385187412,1.131099819448879,0.0
Healthy,Basophils,Terminal Effector CD8+ T cells,-0.26666666666666655,2.1749935186221592e-11,3.112614051534927e-33,0.5220159385187412,1.0528153739767316,4.1297345290294164e-11
Healthy,Basophils,Th1/Th2-like T cells,-0.7333333333333334,0.0,0.0,0.5220159385187412,0.5070853226042543,0.0
Healthy,Basophils,Transitional Monocytes,0.3833333333333333,0.0,0.0,0.5220159385187412,0.3602018691989214,0.0
Healthy,Basophils,Transitional/activated B cells,0.6,0.0,0.0,0.5220159385187412,1.0969764604362944,0.0
Healthy,Central Memory and Effector Memory CD4+ T cells,Central Memory and Effector Memory CD8+ T cells,0.18333333333333332,5.570092312945363e-06,7.781535128837317e-34,0.3816724709458864,0.588977698000442,8.525651499406168e-06
Healthy,Central Memory and Effector Memory CD4+ T cells,Classical Monocytes,-0.6166666666666665,0.0,1.2450456206139707e-32,0.3816724709458864,0.322539260876773,0.0
Healthy,Central Memory and Effector Memory CD4+ T cells,Eosinophils,0.21666666666666656,6.940806440702829e-08,7.781535128837317e-34,0.3816724709458864,0.8533588143356079,1.1568010734504716e-07
Healthy,Central Memory and Effector Memory CD4+ T cells,Innate Lymphoid Cell Precursors,-0.21666666666666656,6.940806440702829e-08,7.781535128837317e-34,0.3816724709458864,2.1510088216297443,1.1568010734504716e-07
Healthy,Central Memory and Effector Memory CD4+ T cells,Low density Neutrophils,-0.25,3.9419112418670466e-10,0.0,0.3816724709458864,1.2153080008256492,7.039127217619725e-10
Healthy,Central Memory and Effector Memory CD4+ T cells,MAIT/NKT-like cells,-0.06666666666666661,0.10196126662679483,1.9453837822093293e-34,0.3816724709458864,0.8509500015214381,0.11586507571226685
Healthy,Central Memory and Effector Memory CD4+ T cells,Memory B cells,-0.7458698539828917,0.0,4.980182482455883e-32,0.3816724709458864,4.936668335051579,0.0
Healthy,Central Memory and Effector Memory CD4+ T cells,NK cell,-0.6833333333333336,0.0,4.980182482455883e-32,0.3816724709458864,0.5405390684327066,0.0
Healthy,Central Memory and Effector Memory CD4+ T cells,Naive B cells,0.25,3.9419112418670466e-10,0.0,0.3816724709458864,0.38561806122690506,7.039127217619725e-10
Healthy,Central Memory and Effector Memory CD4+ T cells,Naive CD4+ T cells,0.11666666666666664,0.004094207235746605,1.7508454039883964e-33,0.3816724709458864,0.5118875243840818,0.0051825408047425385
Healthy,Central Memory and Effector Memory CD4+ T cells,Naive CD8+ T cells,-0.3666666666666667,0.0,0.0,0.3816724709458864,0.7128846559749665,0.0
Healthy,Central Memory and Effector Memory CD4+ T cells,Neutrophils,-0.0833333333333333,0.04075771521047389,0.0,0.3816724709458864,0.0877853117203214,0.047762947512274084
Healthy,Central Memory and Effector Memory CD4+ T cells,Non-Classical Monocytes,-0.6333333333333332,0.0,1.2450456206139707e-32,0.3816724709458864,0.4851705394233283,0.0
Healthy,Central Memory and Effector Memory CD4+ T cells,Plasmablast B cells,0.75,0.0,0.0,0.3816724709458864,1.2120869810854338,0.0
Healthy,Central Memory and Effector Memory CD4+ T cells,Plasmacytoid Dendritic cells,-0.31666666666666654,8.881784197001252e-16,3.112614051534927e-33,0.3816724709458864,0.44866367643496735,2.0185873175002848e-15
Healthy,Central Memory and Effector Memory CD4+ T cells,Regulatory Myeloid Cells/Monocytic Myeloid-derived Suppressor cells,-0.25,3.9419112418670466e-10,0.0,0.3816724709458864,0.9237500679855754,7.039127217619725e-10
Healthy,Central Memory and Effector Memory CD4+ T cells,Regulatory T cells,0.1666666666666666,3.7735186990017766e-05,0.0,0.3816724709458864,1.4451019580649032,5.4954155810705486e-05
Healthy,Central Memory and Effector Memory CD4+ T cells,TCRγδ T-cell,-0.06666666666666661,0.10196126662679483,1.9453837822093293e-34,0.3816724709458864,0.875733529585747,0.11586507571226685
Healthy,Central Memory and Effector Memory CD4+ T cells,Terminal Effector CD4+ T cells,0.11666666666666664,0.004094207235746605,1.7508454039883964e-33,0.3816724709458864,1.131099819448879,0.0051825408047425385
Healthy,Central Memory and Effector Memory CD4+ T cells,Terminal Effector CD8+ T cells,-0.033333333333333305,0.4140431958714845,4.863459455523323e-35,0.3816724709458864,1.0528153739767316,0.44361770986230487
Healthy,Central Memory and Effector Memory CD4+ T cells,Th1/Th2-like T cells,0.3833333333333333,0.0,0.0,0.3816724709458864,0.5070853226042543,0.0
Healthy,Central Memory and Effector Memory CD4+ T cells,Transitional Monocytes,-0.39999999999999986,0.0,3.112614051534927e-33,0.3816724709458864,0.3602018691989214,0.0
Healthy,Central Memory and Effector Memory CD4+ T cells,Transitional/activated B cells,-0.6,0.0,0.0,0.3816724709458864,1.0969764604362944,0.0
Healthy,Central Memory and Effector Memory CD8+ T cells,Classical Monocytes,-0.39999999999999986,0.0,3.112614051534927e-33,0.588977698000442,0.322539260876773,0.0
Healthy,Central Memory and Effector Memory CD8+ T cells,Eosinophils,0.4333333333333331,0.0,2.801352646381434e-32,0.588977698000442,0.8533588143356079,0.0
Healthy,Central Memory and Effector Memory CD8+ T cells,Innate Lymphoid Cell Precursors,0.4166666666666666,0.0,0.0,0.588977698000442,2.1510088216297443,0.0
Healthy,Central Memory and Effector Memory CD8+ T cells,Low density Neutrophils,-0.016666666666666604,0.6830636447614804,1.2158648638808308e-35,0.588977698000442,1.2153080008256492,0.6899632775368489
Healthy,Central Memory and Effector Memory CD8+ T cells,MAIT/NKT-like cells,-0.18333333333333332,5.570092312945363e-06,7.781535128837317e-34,0.588977698000442,0.8509500015214381,8.525651499406168e-06
Healthy,Central Memory and Effector Memory CD8+ T cells,Memory B cells,-0.067806350362081,0.09621997182668451,0.0,0.588977698000442,4.936668335051579,0.11188368817056339
Healthy,Central Memory and Effector Memory CD8+ T cells,NK cell,0.11666666666666664,0.004094207235746605,1.7508454039883964e-33,0.588977698000442,0.5405390684327066,0.0051825408047425385
Healthy,Central Memory and Effector Memory CD8+ T cells,Naive B cells,0.5499999999999998,0.0,1.2450456206139707e-32,0.588977698000442,0.38561806122690506,0.0
Healthy,Central Memory and Effector Memory CD8+ T cells,Naive CD4+ T cells,0.11666666666666664,0.004094207235746605,1.7508454039883964e-33,0.588977698000442,0.5118875243840818,0.0051825408047425385
Healthy,Central Memory and Effector Memory CD8+ T cells,Naive CD8+ T cells,0.1666666666666666,3.7735186990017766e-05,0.0,0.588977698000442,0.7128846559749665,5.4954155810705486e-05
Healthy,Central Memory and Effector Memory CD8+ T cells,Neutrophils,-0.9000000000000005,0.0,1.992072992982353e-31,0.588977698000442,0.0877853117203214,0.0
Healthy,Central Memory and Effector Memory CD8+ T cells,Non-Classical Monocytes,0.033333333333333305,0.4140431958714845,4.863459455523323e-35,0.588977698000442,0.4851705394233283,0.44361770986230487
Healthy,Central Memory and Effector Memory CD8+ T cells,Plasmablast B cells,-0.3,3.419486915845482e-14,0.0,0.588977698000442,1.2120869810854338,7.17374877450101e-14
Healthy,Central Memory and Effector Memory CD8+ T cells,Plasmacytoid Dendritic cells,0.5333333333333332,0.0,1.2450456206139707e-32,0.588977698000442,0.44866367643496735,0.0
Healthy,Central Memory and Effector Memory CD8+ T cells,Regulatory Myeloid Cells/Monocytic Myeloid-derived Suppressor cells,0.4166666666666666,0.0,0.0,0.588977698000442,0.9237500679855754,0.0
Healthy,Central Memory and Effector Memory CD8+ T cells,Regulatory T cells,0.2833333333333333,9.64783808399261e-13,0.0,0.588977698000442,1.4451019580649032,1.9556428548633668e-12
Healthy,Central Memory and Effector Memory CD8+ T cells,TCRγδ T-cell,0.11666666666666664,0.004094207235746605,1.7508454039883964e-33,0.588977698000442,0.875733529585747,0.0051825408047425385
Healthy,Central Memory and Effector Memory CD8+ T cells,Terminal Effector CD4+ T cells,0.31666666666666654,8.881784197001252e-16,3.112614051534927e-33,0.588977698000442,1.131099819448879,2.0185873175002848e-15
Healthy,Central Memory and Effector Memory CD8+ T cells,Terminal Effector CD8+ T cells,0.18333333333333332,5.570092312945363e-06,7.781535128837317e-34,0.588977698000442,1.0528153739767316,8.525651499406168e-06
Healthy,Central Memory and Effector Memory CD8+ T cells,Th1/Th2-like T cells,0.5166666666666666,0.0,1.2450456206139707e-32,0.588977698000442,0.5070853226042543,0.0
Healthy,Central Memory and Effector Memory CD8+ T cells,Transitional Monocytes,0.5,0.0,0.0,0.588977698000442,0.3602018691989214,0.0
Healthy,Central Memory and Effector Memory CD8+ T cells,Transitional/activated B cells,0.5,0.0,0.0,0.588977698000442,1.0969764604362944,0.0
Healthy,Classical Monocytes,Eosinophils,0.11666666666666664,0.004094207235746605,1.7508454039883964e-33,0.322539260876773,0.8533588143356079,0.0051825408047425385
Healthy,Classical Monocytes,Innate Lymphoid Cell Precursors,-0.45000000000000023,0.0,4.980182482455883e-32,0.322539260876773,2.1510088216297443,0.0
Healthy,Classical Monocytes,Low density Neutrophils,0.5833333333333334,0.0,0.0,0.322539260876773,1.2153080008256492,0.0
Healthy,Classical Monocytes,MAIT/NKT-like cells,0.15,0.000213763745231077,0.0,0.322539260876773,0.8509500015214381,0.0002982749933456888
Healthy,Classical Monocytes,Memory B cells,0.8306277919354931,0.0,1.992072992982353e-31,0.322539260876773,4.936668335051579,0.0
Healthy,Classical Monocytes,NK cell,0.3833333333333333,0.0,0.0,0.322539260876773,0.5405390684327066,0.0
Healthy,Classical Monocytes,Naive B cells,-0.04999999999999989,0.2202863591873987,4.863459455523323e-35,0.322539260876773,0.38561806122690506,0.2438594382148325
Healthy,Classical Monocytes,Naive CD4+ T cells,-0.4166666666666666,0.0,0.0,0.322539260876773,0.5118875243840818,0.0
Healthy,Classical Monocytes,Naive CD8+ T cells,0.016666666666666604,0.6830636447614804,1.2158648638808308e-35,0.322539260876773,0.7128846559749665,0.6899632775368489
Healthy,Classical Monocytes,Neutrophils,0.26666666666666655,2.1749935186221592e-11,3.112614051534927e-33,0.322539260876773,0.0877853117203214,4.1297345290294164e-11
Healthy,Classical Monocytes,Non-Classical Monocytes,0.6166666666666665,0.0,1.2450456206139707e-32,0.322539260876773,0.4851705394233283,0.0
Healthy,Classical Monocytes,Plasmablast B cells,-0.5333333333333332,0.0,1.2450456206139707e-32,0.322539260876773,1.2120869810854338,0.0
Healthy,Classical Monocytes,Plasmacytoid Dendritic cells,0.06666666666666661,0.10196126662679483,1.9453837822093293e-34,0.322539260876773,0.44866367643496735,0.11586507571226685
Healthy,Classical Monocytes,Regulatory Myeloid Cells/Monocytic Myeloid-derived Suppressor cells,-0.3333333333333334,0.0,1.2450456206139707e-32,0.322539260876773,0.9237500679855754,0.0
Healthy,Classical Monocytes,Regulatory T cells,-0.48333333333333334,0.0,3.112614051534927e-33,0.322539260876773,1.4451019580649032,0.0
Healthy,Classical Monocytes,TCRγδ T-cell,-0.25,3.9419112418670466e-10,0.0,0.322539260876773,0.875733529585747,7.039127217619725e-10
Healthy,Classical Monocytes,Terminal Effector CD4+ T cells,-0.5333333333333332,0.0,1.2450456206139707e-32,0.322539260876773,1.131099819448879,0.0
Healthy,Classical Monocytes,Terminal Effector CD8+ T cells,-0.3500000000000001,0.0,1.2450456206139707e-32,0.322539260876773,1.0528153739767316,0.0
Healthy,Classical Monocytes,Th1/Th2-like T cells,-0.7833333333333333,0.0,0.0,0.322539260876773,0.5070853226042543,0.0
Healthy,Classical Monocytes,Transitional Monocytes,0.21666666666666656,6.940806440702829e-08,7.781535128837317e-34,0.322539260876773,0.3602018691989214,1.1568010734504716e-07
Healthy,Classical Monocytes,Transitional/activated B cells,0.4333333333333331,0.0,2.801352646381434e-32,0.322539260876773,1.0969764604362944,0.0
Healthy,Eosinophils,Innate Lymphoid Cell Precursors,-0.3,3.419486915845482e-14,0.0,0.8533588143356079,2.1510088216297443,7.17374877450101e-14
Healthy,Eosinophils,Low density Neutrophils,0.3333333333333334,0.0,1.2450456206139707e-32,0.8533588143356079,1.2153080008256492,0.0
Healthy,Eosinophils,MAIT/NKT-like cells,-0.4666666666666668,0.0,2.801352646381434e-32,0.8533588143356079,0.8509500015214381,0.0
Healthy,Eosinophils,Memory B cells,0.067806350362081,0.09621997182668451,0.0,0.8533588143356079,4.936668335051579,0.11188368817056339
Healthy,Eosinophils,NK cell,-0.26666666666666655,2.1749935186221592e-11,3.112614051534927e-33,0.8533588143356079,0.5405390684327066,4.1297345290294164e-11
Healthy,Eosinophils,Naive B cells,0.2333333333333334,5.789496437813568e-09,7.003381615953586e-33,0.8533588143356079,0.38561806122690506,1.00979589031632e-08
Healthy,Eosinophils,Naive CD4+ T cells,-0.7000000000000002,0.0,4.980182482455883e-32,0.8533588143356079,0.5118875243840818,0.0
Healthy,Eosinophils,Naive CD8+ T cells,-0.06666666666666661,0.10196126662679483,1.9453837822093293e-34,0.8533588143356079,0.7128846559749665,0.11586507571226685
Healthy,Eosinophils,Neutrophils,-0.5166666666666666,0.0,1.2450456206139707e-32,0.8533588143356079,0.0877853117203214,0.0
Healthy,Eosinophils,Non-Classical Monocytes,0.25,3.9419112418670466e-10,0.0,0.8533588143356079,0.4851705394233283,7.039127217619725e-10
Healthy,Eosinophils,Plasmablast B cells,-0.0833333333333333,0.04075771521047389,0.0,0.8533588143356079,1.2120869810854338,0.047762947512274084
Healthy,Eosinophils,Plasmacytoid Dendritic cells,0.21666666666666656,6.940806440702829e-08,7.781535128837317e-34,0.8533588143356079,0.44866367643496735,1.1568010734504716e-07
Healthy,Eosinophils,Regulatory Myeloid Cells/Monocytic Myeloid-derived Suppressor cells,-0.31666666666666654,8.881784197001252e-16,3.112614051534927e-33,0.8533588143356079,0.9237500679855754,2.0185873175002848e-15
Healthy,Eosinophils,Regulatory T cells,-0.0833333333333333,0.04075771521047389,0.0,0.8533588143356079,1.4451019580649032,0.047762947512274084
Healthy,Eosinophils,TCRγδ T-cell,0.016666666666666604,0.6830636447614804,1.2158648638808308e-35,0.8533588143356079,0.875733529585747,0.6899632775368489
Healthy,Eosinophils,Terminal Effector CD4+ T cells,0.39999999999999986,0.0,3.112614051534927e-33,0.8533588143356079,1.131099819448879,0.0
Healthy,Eosinophils,Terminal Effector CD8+ T cells,0.3,3.419486915845482e-14,0.0,0.8533588143356079,1.0528153739767316,7.17374877450101e-14
Healthy,Eosinophils,Th1/Th2-like T cells,0.033333333333333305,0.4140431958714845,4.863459455523323e-35,0.8533588143356079,0.5070853226042543,0.44361770986230487
Healthy,Eosinophils,Transitional Monocytes,0.26666666666666655,2.1749935186221592e-11,3.112614051534927e-33,0.8533588143356079,0.3602018691989214,4.1297345290294164e-11
Healthy,Eosinophils,Transitional/activated B cells,0.5333333333333332,0.0,1.2450456206139707e-32,0.8533588143356079,1.0969764604362944,0.0
Healthy,Innate Lymphoid Cell Precursors,Low density Neutrophils,-0.3,3.419486915845482e-14,0.0,2.1510088216297443,1.2153080008256492,7.17374877450101e-14
Healthy,Innate Lymphoid Cell Precursors,MAIT/NKT-like cells,0.016666666666666604,0.6830636447614804,1.2158648638808308e-35,2.1510088216297443,0.8509500015214381,0.6899632775368489
Healthy,Innate Lymphoid Cell Precursors,Memory B cells,-0.3220801642198849,2.220446049250313e-16,0.0,2.1510088216297443,4.936668335051579,5.372046893347532e-16
Healthy,Innate Lymphoid Cell Precursors,NK cell,0.5,0.0,0.0,2.1510088216297443,0.5405390684327066,0.0
Healthy,Innate Lymphoid Cell Precursors,Naive B cells,-0.1666666666666666,3.7735186990017766e-05,0.0,2.1510088216297443,0.38561806122690506,5.4954155810705486e-05
Healthy,Innate Lymphoid Cell Precursors,Naive CD4+ T cells,0.4666666666666668,0.0,2.801352646381434e-32,2.1510088216297443,0.5118875243840818,0.0
Healthy,Innate Lymphoid Cell Precursors,Naive CD8+ T cells,-0.18333333333333332,5.570092312945363e-06,7.781535128837317e-34,2.1510088216297443,0.7128846559749665,8.525651499406168e-06
Healthy,Innate Lymphoid Cell Precursors,Neutrophils,-0.45000000000000023,0.0,4.980182482455883e-32,2.1510088216297443,0.0877853117203214,0.0
Healthy,Innate Lymphoid Cell Precursors,Non-Classical Monocytes,-0.04999999999999989,0.2202863591873987,4.863459455523323e-35,2.1510088216297443,0.4851705394233283,0.2438594382148325
Healthy,Innate Lymphoid Cell Precursors,Plasmablast B cells,-0.04999999999999989,0.2202863591873987,4.863459455523323e-35,2.1510088216297443,1.2120869810854338,0.2438594382148325
Healthy,Innate Lymphoid Cell Precursors,Plasmacytoid Dendritic cells,0.5,0.0,0.0,2.1510088216297443,0.44866367643496735,0.0
Healthy,Innate Lymphoid Cell Precursors,Regulatory Myeloid Cells/Monocytic Myeloid-derived Suppressor cells,0.9166666666666667,0.0,1.2450456206139707e-32,2.1510088216297443,0.9237500679855754,0.0
Healthy,Innate Lymphoid Cell Precursors,Regulatory T cells,0.7833333333333333,0.0,0.0,2.1510088216297443,1.4451019580649032,0.0
Healthy,Innate Lymphoid Cell Precursors,TCRγδ T-cell,0.3833333333333333,0.0,0.0,2.1510088216297443,0.875733529585747,0.0
Healthy,Innate Lymphoid Cell Precursors,Terminal Effector CD4+ T cells,0.3,3.419486915845482e-14,0.0,2.1510088216297443,1.131099819448879,7.17374877450101e-14
Healthy,Innate Lymphoid Cell Precursors,Terminal Effector CD8+ T cells,0.3333333333333334,0.0,1.2450456206139707e-32,2.1510088216297443,1.0528153739767316,0.0
Healthy,Innate Lymphoid Cell Precursors,Th1/Th2-like T cells,0.26666666666666655,2.1749935186221592e-11,3.112614051534927e-33,2.1510088216297443,0.5070853226042543,4.1297345290294164e-11
Healthy,Innate Lymphoid Cell Precursors,Transitional Monocytes,0.3666666666666667,0.0,0.0,2.1510088216297443,0.3602018691989214,0.0
Healthy,Innate Lymphoid Cell Precursors,Transitional/activated B cells,0.15,0.000213763745231077,0.0,2.1510088216297443,1.0969764604362944,0.0002982749933456888
Healthy,Low density Neutrophils,MAIT/NKT-like cells,0.15,0.000213763745231077,0.0,1.2153080008256492,0.8509500015214381,0.0002982749933456888
Healthy,Low density Neutrophils,Memory B cells,0.49159604012508756,0.0,3.112614051534927e-33,1.2153080008256492,4.936668335051579,0.0
Healthy,Low density Neutrophils,NK cell,0.1999999999999999,6.837856474373183e-07,0.0,1.2153080008256492,0.5405390684327066,1.0911473097404015e-06
Healthy,Low density Neutrophils,Naive B cells,-0.15,0.000213763745231077,0.0,1.2153080008256492,0.38561806122690506,0.0002982749933456888
Healthy,Low density Neutrophils,Naive CD4+ T cells,-0.39999999999999986,0.0,3.112614051534927e-33,1.2153080008256492,0.5118875243840818,0.0
Healthy,Low density Neutrophils,Naive CD8+ T cells,0.033333333333333305,0.4140431958714845,4.863459455523323e-35,1.2153080008256492,0.7128846559749665,0.44361770986230487
Healthy,Low density Neutrophils,Neutrophils,-0.09999999999999988,0.013982835022630313,1.9453837822093293e-34,1.2153080008256492,0.0877853117203214,0.017121838803220792
Healthy,Low density Neutrophils,Non-Classical Monocytes,0.6833333333333336,0.0,4.980182482455883e-32,1.2153080008256492,0.4851705394233283,0.0
Healthy,Low density Neutrophils,Plasmablast B cells,-0.31666666666666654,8.881784197001252e-16,3.112614051534927e-33,1.2153080008256492,1.2120869810854338,2.0185873175002848e-15
Healthy,Low density Neutrophils,Plasmacytoid Dendritic cells,0.1999999999999999,6.837856474373183e-07,0.0,1.2153080008256492,0.44866367643496735,1.0911473097404015e-06
Healthy,Low density Neutrophils,Regulatory Myeloid Cells/Monocytic Myeloid-derived Suppressor cells,-0.3,3.419486915845482e-14,0.0,1.2153080008256492,0.9237500679855754,7.17374877450101e-14
Healthy,Low density Neutrophils,Regulatory T cells,-0.26666666666666655,2.1749935186221592e-11,3.112614051534927e-33,1.2153080008256492,1.4451019580649032,4.1297345290294164e-11
Healthy,Low density Neutrophils,TCRγδ T-cell,-0.25,3.9419112418670466e-10,0.0,1.2153080008256492,0.875733529585747,7.039127217619725e-10
Healthy,Low density Neutrophils,Terminal Effector CD4+ T cells,-0.0833333333333333,0.04075771521047389,0.0,1.2153080008256492,1.131099819448879,0.047762947512274084
Healthy,Low density Neutrophils,Terminal Effector CD8+ T cells,0.04999999999999989,0.2202863591873987,4.863459455523323e-35,1.2153080008256492,1.0528153739767316,0.2438594382148325
Healthy,Low density Neutrophils,Th1/Th2-like T cells,-0.11666666666666664,0.004094207235746605,1.7508454039883964e-33,1.2153080008256492,0.5070853226042543,0.0051825408047425385
Healthy,Low density Neutrophils,Transitional Monocytes,0.033333333333333305,0.4140431958714845,4.863459455523323e-35,1.2153080008256492,0.3602018691989214,0.44361770986230487
Healthy,Low density Neutrophils,Transitional/activated B cells,0.31666666666666654,8.881784197001252e-16,3.112614051534927e-33,1.2153080008256492,1.0969764604362944,2.0185873175002848e-15
Healthy,MAIT/NKT-like cells,Memory B cells,0.016951587590520203,0.6779463251692337,1.2158648638808308e-35,0.8509500015214381,4.936668335051579,0.6899632775368489
Healthy,MAIT/NKT-like cells,NK cell,0.5833333333333334,0.0,0.0,0.8509500015214381,0.5405390684327066,0.0
Healthy,MAIT/NKT-like cells,Naive B cells,0.3500000000000001,0.0,1.2450456206139707e-32,0.8509500015214381,0.38561806122690506,0.0
Healthy,MAIT/NKT-like cells,Naive CD4+ T cells,0.5166666666666666,0.0,1.2450456206139707e-32,0.8509500015214381,0.5118875243840818,0.0
Healthy,MAIT/NKT-like cells,Naive CD8+ T cells,-0.016666666666666604,0.6830636447614804,1.2158648638808308e-35,0.8509500015214381,0.7128846559749665,0.6899632775368489
Healthy,MAIT/NKT-like cells,Neutrophils,-0.016666666666666604,0.6830636447614804,1.2158648638808308e-35,0.8509500015214381,0.0877853117203214,0.6899632775368489
Healthy,MAIT/NKT-like cells,Non-Classical Monocytes,0.2833333333333333,9.64783808399261e-13,0.0,0.8509500015214381,0.4851705394233283,1.9556428548633668e-12
Healthy,MAIT/NKT-like cells,Plasmablast B cells,0.016666666666666604,0.6830636447614804,1.2158648638808308e-35,0.8509500015214381,1.2120869810854338,0.6899632775368489
Healthy,MAIT/NKT-like cells,Plasmacytoid Dendritic cells,-0.48333333333333334,0.0,3.112614051534927e-33,0.8509500015214381,0.44866367643496735,0.0
Healthy,MAIT/NKT-like cells,Regulatory Myeloid Cells/Monocytic Myeloid-derived Suppressor cells,-0.13333333333333328,0.0010178368622439926,7.781535128837317e-34,0.8509500015214381,0.9237500679855754,0.0013631743690767759
Healthy,MAIT/NKT-like cells,Regulatory T cells,-0.13333333333333328,0.0010178368622439926,7.781535128837317e-34,0.8509500015214381,1.4451019580649032,0.0013631743690767759
Healthy,MAIT/NKT-like cells,TCRγδ T-cell,0.3666666666666667,0.0,0.0,0.8509500015214381,0.875733529585747,0.0
Healthy,MAIT/NKT-like cells,Terminal Effector CD4+ T cells,-0.3666666666666667,0.0,0.0,0.8509500015214381,1.131099819448879,0.0
Healthy,MAIT/NKT-like cells,Terminal Effector CD8+ T cells,-0.033333333333333305,0.4140431958714845,4.863459455523323e-35,0.8509500015214381,1.0528153739767316,0.44361770986230487
Healthy,MAIT/NKT-like cells,Th1/Th2-like T cells,-0.25,3.9419112418670466e-10,0.0,0.8509500015214381,0.5070853226042543,7.039127217619725e-10
Healthy,MAIT/NKT-like cells,Transitional Monocytes,-0.5499999999999998,0.0,1.2450456206139707e-32,0.8509500015214381,0.3602018691989214,0.0
Healthy,MAIT/NKT-like cells,Transitional/activated B cells,-0.1666666666666666,3.7735186990017766e-05,0.0,0.8509500015214381,1.0969764604362944,5.4954155810705486e-05
Healthy,Memory B cells,NK cell,0.38988651458196605,0.0,3.112614051534927e-33,4.936668335051579,0.5405390684327066,0.0
Healthy,Memory B cells,Naive B cells,0.11866111313364186,0.0034963816668884817,3.112614051534927e-33,4.936668335051579,0.38561806122690506,0.004661842222517976
Healthy,Memory B cells,Naive CD4+ T cells,-0.28817698903884453,3.7414515929867775e-13,1.2450456206139707e-32,4.936668335051579,0.5118875243840818,7.794690818722454e-13
Healthy,Memory B cells,Naive CD8+ T cells,0.47464445253456744,0.0,2.801352646381434e-32,4.936668335051579,0.7128846559749665,0.0
Healthy,Memory B cells,Neutrophils,0.0847579379526013,0.037421996798924884,0.0,4.936668335051579,0.0877853117203214,0.04563658146210352
Healthy,Memory B cells,Non-Classical Monocytes,0.6272087408492496,0.0,0.0,4.936668335051579,0.4851705394233283,0.0
Healthy,Memory B cells,Plasmablast B cells,-0.8645309671165332,0.0,0.0,4.936668335051579,1.2120869810854338,0.0
Healthy,Memory B cells,Plasmacytoid Dendritic cells,0.2712254014483241,9.483080987138237e-12,0.0,4.936668335051579,0.44866367643496735,1.909345165195618e-11
Healthy,Memory B cells,Regulatory Myeloid Cells/Monocytic Myeloid-derived Suppressor cells,-0.1695158759052026,2.7559691208933756e-05,0.0,4.936668335051579,0.9237500679855754,4.196907290700572e-05
Healthy,Memory B cells,Regulatory T cells,-0.5763539780776891,0.0,4.980182482455883e-32,4.936668335051579,1.4451019580649032,0.0
Healthy,Memory B cells,TCRγδ T-cell,-0.3051285766293646,1.1546319456101628e-14,0.0,4.936668335051579,0.875733529585747,2.6044329600229235e-14
Healthy,Memory B cells,Terminal Effector CD4+ T cells,-0.4068381021724861,0.0,1.2450456206139707e-32,4.936668335051579,1.131099819448879,0.0
Healthy,Memory B cells,Terminal Effector CD8+ T cells,-0.3390317518104052,0.0,0.0,4.936668335051579,1.0528153739767316,0.0
Healthy,Memory B cells,Th1/Th2-like T cells,-0.42378968976300657,0.0,3.112614051534927e-33,4.936668335051579,0.5070853226042543,0.0
Healthy,Memory B cells,Transitional Monocytes,0.42378968976300657,0.0,3.112614051534927e-33,4.936668335051579,0.3602018691989214,0.0
